4G_RRC_SETUP_FAILURES_OVERALL;4G_4G2G_OUT_HO_FAILURES_SRVCC;4G_4G2G_OUT_HO_SUCC_RATE_SRVCC;4G_4G2G_OUT_HO_SUCC_SRVCC;4G_4G3G_OUT_HO_FAILURES_SRVCC;4G_4G3G_OUT_HO_SUCC_RATE_SRVCC;4G_4G3G_OUT_HO_SUCC_SRVCC;4G_4G4G_OUT_HO_FAILURES_OVERALL;4G_4G4G_OUT_HO_FAILURES_VOICE;4G_4G4G_OUT_HO_SUCC_OVERALL;4G_4G4G_OUT_HO_SUCC_RATE_OVERALL;4G_4G4G_OUT_HO_SUCC_RATE_VOICE;LTE_Avg_Cell_Throughput_DL_Mbps_LTE_1;LTE_Traffic_Volume_DL_GBytes_LTE_1;LTE_Traffic_Volume_UL_GBytes_LTE_1;4G_TRAFFIC_VOLUME_DL_OVERALL;4G_TRAFFIC_VOLUME_OVERALL;4G_TRAFFIC_VOLUME_UL_OVERALL;4G_HO_SRVCC_SUCCESSES;4G_BPCR_OVERALL_RRC_SUCC_MV_LN;4G_BPCR_OVERALL_eRAB_SUCC_MV_LN;4G_BPCR_OVERALL_eRAB_ATT_MV_LN;4G_OUT_HO_SRVCC_FAILURES_OVERALL;4G_OUT_HO_SUCC_RATE_SRVCC_OVERALL;4G_BPCR_DATA;4G_TRAFFIC_VOLUME_DL_DATA_NOK;4G_TRAFFIC_VOLUME_UL_DATA_NOK;4G_TRAFFIC_VOLUME_VOICE_NOK;4G_DL_MAX_THROUGHPUT_NOK;4G_HO_ATTEMPTS;4G_HO_ATTEMPTS_NOK;4G_HO_FAILURES;4G_HO_SRVCC_ATTEMPTS;4G_HO_SRVCC_ATTEMPTS_NOK;4G_RRC_SETUP_ATTEMPTS_OVERALL;4G_RRC_SETUP_SUCCESSES_OVERALL;4G_ERAB_SETUP_ATTEMPTS_DATA;4G_ERAB_SETUP_ATTEMPTS_VOICE;4G_ERAB_SETUP_SUCCESSES_DATA;4G_ERAB_SETUP_SUCCESSES_VOICE;4G_BPCR_OVERALL_NOK;4G_ERAB_SETUP_ATTEMPTS_OVERALL;4G_ERAB_SETUP_FAILURES_DATA;4G_ERAB_SETUP_FAILURES_OVERALL;4G_ERAB_SETUP_FAILURES_VOICE;4G_ERAB_SETUP_SUCCESS_RATE_DATA;4G_ERAB_SETUP_SUCCESS_RATE_OVERALL;4G_ERAB_SETUP_SUCCESS_RATE_VOICE;4G_ERAB_SETUP_SUCCESSES_OVERALL;4G_IMS_SIG_ATTEMPTS;4G_IMS_SIG_FAILURES;4G_IMS_SIG_SUCCESS_RATE;4G_IMS_SIG_SUCCESSES;4G_MIMO_SPATIAL_MUX_SHARE;4G_RRC_SETUP_SUCCESS_RATE_OVERALL;4G_S1_SETUP_ATTEMPTS_OVERALL;4G_S1_SETUP_FAILURES_OVERALL;4G_S1_SETUP_SUCC_RATE_OVERALL;4G_S1_SETUP_SUCCESSES_OVERALL;OUTPUT
0;0;0;0;0;0;0;0;0;75;100.000;0;647;2913;215;0;29;0;0;901;1359;1359;0;0;0;27;2;1;381;75;75;0;0;0;901;901;759;0;759;0;0;1359;0;0;0;100.000;100.000;0;1359;600;0;100.000;600;24.360;100.000;901;0;100.000;901;0
0;0;0;0;0;0;0;0;0;38;100.000;100.000;2.948;12.053;407;1;116;0;0;882;1460;1460;0;0;0;112;4;1;568;38;38;0;0;0;882;882;765;1;765;1;0;1460;0;0;0;100.000;100.000;100.000;1460;694;0;100.000;694;42.080;100.000;882;0;100.000;882;0
0;0;0;0;0;0;0;0;0;23;100.000;100.000;15.014;67.517;1543;6;644;0;0;854;609;609;0;0;0;629;15;3;826;23;23;0;0;0;854;854;335;0;335;0;0;609;0;0;0;100.000;100.000;0;609;274;0;100.000;274;50.300;100.000;854;0;100.000;854;0
0;0;0;0;0;0;0;0;0;73;100.000;100.000;2.252;9891;394;1;96;0;0;849;1273;1273;0;0;0;92;4;3;614;73;73;0;0;0;849;849;741;3;741;3;0;1273;0;0;0;100.000;100.000;100.000;1273;529;0;100.000;529;27.590;100.000;849;0;100.000;849;0
0;0;0;0;0;0;0;0;0;40;100.000;100.000;874;3105;294;0;32;0;0;838;1394;1394;0;0;0;29;3;38;947;40;40;0;0;0;838;838;741;0;741;0;0;1394;0;0;0;100.000;100.000;0;1394;653;0;100.000;653;44.960;100.000;838;0;100.000;838;0
0;0;0;0;0;0;0;0;0;61;100.000;100.000;8.676;38.695;855;4;369;0;0;831;1158;1158;0;0;0;36;9;199;521;61;61;0;0;0;831;831;599;1;599;1;0;1158;0;0;0;100.000;100.000;100.000;1158;558;0;100.000;558;20.470;100.000;831;0;100.000;831;0
0;0;0;0;0;0;0;0;0;20;100.000;100.000;1.701;4456;129;0;43;0;0;801;1350;1350;0;0;0;41;1;1;333;20;20;0;0;0;801;801;720;1;720;1;0;1350;0;0;0;100.000;100.000;100.000;1350;629;0;100.000;629;42.900;100.000;801;0;100.000;801;0
0;0;0;0;0;0;0;0;0;62;100.000;100.000;3.152;14.183;568;1;138;0;0;792;1233;1233;0;0;0;132;6;23;95;62;62;0;0;0;792;792;736;4;736;4;0;1233;0;0;0;100.000;100.000;100.000;1233;493;0;100.000;493;24.790;100.000;792;0;100.000;792;0
-1;0;0;0;0;0;0;0;0;52;100.000;100.000;3.385;14.194;393;1;136;0;0;789;1277;1277;0;0;-130;132;4;0;785;52;52;0;0;0;788;789;698;2;698;2;-130;1277;0;0;0;100.000;100.000;100.000;1277;577;0;100.000;577;55.290;100.130;789;0;100.000;789;0
0;0;0;0;0;0;0;0;0;43;100.000;100.000;341;830;97;0;9;0;0;779;1256;1256;0;0;0;8;1;35;543;43;43;0;0;0;779;779;644;5;644;5;0;1256;0;0;0;100.000;100.000;100.000;1256;607;0;100.000;607;33.610;100.000;779;0;100.000;779;0
0;0;0;0;0;0;0;0;0;69;100.000;100.000;3.593;15.899;757;1;156;0;0;770;1267;1267;0;0;0;148;8;12;39;69;69;0;0;0;770;770;697;4;697;4;0;1267;0;0;0;100.000;100.000;100.000;1267;566;0;100.000;566;51.020;100.000;770;0;100.000;770;0
0;0;0;0;0;0;0;0;0;76;100.000;100.000;5.000;21.806;365;2;207;0;0;770;1230;1230;0;0;0;203;4;55;581;76;76;0;0;0;770;770;656;2;656;2;0;1230;0;0;0;100.000;100.000;100.000;1230;572;0;100.000;572;47.690;100.000;770;0;100.000;770;0
0;0;0;0;0;0;0;0;0;38;100.000;100.000;2.021;9099;652;1;91;0;0;764;1227;1227;0;0;0;85;7;108;306;38;38;0;0;0;764;764;668;0;668;0;0;1227;0;0;0;100.000;100.000;0;1227;559;0;100.000;559;54.920;100.000;764;0;100.000;764;0
0;0;0;0;0;0;0;0;0;14;100.000;0;2.573;7505;147;1;71;0;0;756;1078;1078;0;0;0;7;1;0;893;14;14;0;0;0;756;756;642;0;642;0;0;1078;0;0;0;100.000;100.000;0;1078;436;0;100.000;436;55.750;100.000;756;0;100.000;756;0
0;0;0;0;0;0;0;0;0;52;100.000;100.000;3.614;16.261;1661;2;168;0;0;746;1051;1051;0;0;0;151;17;5;596;52;52;0;0;0;746;746;711;1;711;1;0;1051;0;0;0;100.000;100.000;100.000;1051;339;0;100.000;339;55.890;100.000;746;0;100.000;746;0
0;0;0;0;0;0;0;0;0;103;100.000;100.000;1.134;5090;465;0;52;0;0;735;1229;1229;0;0;0;47;5;107;953;103;103;0;0;0;735;735;647;0;647;0;0;1229;0;0;0;100.000;100.000;0;1229;582;0;100.000;582;35.710;100.000;735;0;100.000;735;0
0;0;0;0;0;0;0;0;0;124;100.000;100.000;9.476;42.636;17.605;4;573;2;0;727;1153;1153;0;0;0;397;176;62;1528;124;124;0;0;0;727;727;635;1;635;1;0;1153;0;0;0;100.000;100.000;100.000;1153;517;0;100.000;517;62.170;100.000;727;0;100.000;727;0
0;0;0;0;0;0;0;0;0;62;100.000;0;243;1096;235;0;13;0;0;725;1002;1002;0;0;0;1;2;0;263;62;62;0;0;0;725;725;695;0;695;0;0;1002;0;0;0;100.000;100.000;0;1002;307;0;100.000;307;19.330;100.000;725;0;100.000;725;0
0;0;0;0;0;0;0;0;0;48;100.000;100.000;710;3199;286;0;33;0;0;709;1110;1110;0;0;0;3;3;7;297;48;48;0;0;0;709;709;637;4;637;4;0;1110;0;0;0;100.000;100.000;100.000;1110;469;0;100.000;469;38.470;100.000;709;0;100.000;709;0
0;0;0;0;0;0;0;0;0;35;100.000;0;96;195;36;0;2;0;0;695;944;944;0;0;0;2;0;2;107;35;35;0;0;0;695;695;539;1;539;1;0;944;0;0;0;100.000;100.000;100.000;944;404;0;100.000;404;14.900;100.000;695;0;100.000;695;0
-1;0;0;0;0;0;0;0;0;31;100.000;0;2.718;12.066;330;1;116;0;0;688;1137;1137;0;0;-150;112;3;0;632;31;31;0;0;0;687;688;656;0;656;0;-150;1137;0;0;0;100.000;100.000;0;1137;481;0;100.000;481;54.450;100.150;688;0;100.000;688;0
0;0;0;0;0;0;0;0;0;36;100.000;100.000;1.148;2815;88;0;27;0;0;663;1100;1100;0;0;0;26;1;3;504;36;36;0;0;0;663;663;574;0;574;0;0;1100;0;0;0;100.000;100.000;0;1100;526;0;100.000;526;41.850;100.000;663;0;100.000;663;0
0;0;0;0;0;0;0;0;0;186;100.000;100.000;724;2374;211;0;24;0;0;662;886;886;0;0;0;22;2;8;567;186;186;0;0;0;662;662;652;1;652;1;0;886;0;0;0;100.000;100.000;100.000;886;233;0;100.000;233;46.670;100.000;662;0;100.000;662;0
0;0;0;0;0;100.000;1;0;0;57;100.000;100.000;17.028;61.989;1878;6;596;0;1;644;947;947;0;100.000;0;577;19;6;1171;57;57;0;1;1;644;644;580;1;580;1;0;947;0;0;0;100.000;100.000;100.000;947;366;0;100.000;366;68.040;100.000;644;0;100.000;644;0
0;0;0;0;0;0;0;0;0;89;100.000;100.000;818;2434;90;0;24;0;0;637;1107;1107;0;0;0;23;1;68;267;89;89;0;0;0;637;637;570;0;570;0;0;1107;0;0;0;100.000;100.000;0;1107;537;0;100.000;537;21.340;100.000;637;0;100.000;637;0
0;0;0;0;0;0;0;0;0;40;100.000;100.000;1.472;3305;549;0;36;0;0;630;1042;1042;0;0;0;31;5;19;397;40;40;0;0;0;630;630;584;3;584;3;0;1042;0;0;0;100.000;100.000;100.000;1042;455;0;100.000;455;65.600;100.000;630;0;100.000;630;0
0;0;0;0;0;0;0;0;0;45;100.000;100.000;3.763;13.195;546;1;128;0;0;619;1067;1067;0;0;0;123;5;26;467;45;45;0;0;0;619;619;534;3;534;3;0;1067;0;0;0;100.000;100.000;100.000;1067;530;0;100.000;530;23.000;100.000;619;0;100.000;619;0
0;0;0;0;0;0;0;0;0;53;100.000;100.000;726;1353;68;0;13;0;0;598;933;933;0;0;0;13;1;1;978;53;53;0;0;0;598;598;572;0;572;0;0;933;0;0;0;100.000;100.000;0;933;361;0;100.000;361;44.220;100.000;598;0;100.000;598;0
0;0;0;0;0;0;0;0;0;62;100.000;100.000;2.620;11.784;414;1;114;0;0;598;1050;1050;0;0;0;11;4;131;511;62;62;0;0;0;598;598;538;8;538;8;0;1050;0;0;0;100.000;100.000;100.000;1050;504;0;100.000;504;36.490;100.000;598;0;100.000;598;0
0;0;0;0;0;0;0;0;0;47;100.000;100.000;437;1766;236;0;19;0;0;592;908;908;0;0;0;16;2;136;208;47;47;0;0;0;592;592;497;1;497;1;0;908;0;0;0;100.000;100.000;100.000;908;410;0;100.000;410;14.880;100.000;592;0;100.000;592;0
0;0;0;0;0;0;0;0;0;98;100.000;100.000;1.054;2339;120;0;23;0;0;587;921;921;0;0;0;22;1;1;566;98;98;0;0;0;587;587;505;1;505;1;0;921;0;0;0;100.000;100.000;100.000;921;415;0;100.000;415;46.910;100.000;587;0;100.000;587;0
0;0;0;0;0;0;0;0;0;54;100.000;100.000;1.912;7892;220;1;76;0;0;583;952;952;0;0;0;74;2;90;748;54;54;0;0;0;583;583;533;4;533;4;0;952;0;0;0;100.000;100.000;100.000;952;415;0;100.000;415;42.850;100.000;583;0;100.000;583;0
0;0;0;0;0;0;0;0;0;80;100.000;100.000;1.893;2987;187;0;3;0;0;575;900;900;0;0;0;28;2;1;113;80;80;0;0;0;575;575;524;0;524;0;0;900;0;0;0;100.000;100.000;0;900;376;0;100.000;376;38.130;100.000;575;0;100.000;575;0
0;0;0;0;0;0;0;0;0;85;100.000;100.000;923;1643;3732;0;53;0;0;573;730;730;0;0;0;15;37;13;25;85;85;0;0;0;573;573;453;1;453;1;0;730;0;0;0;100.000;100.000;100.000;730;276;0;100.000;276;20.100;100.000;573;0;100.000;573;0
0;0;0;0;0;0;0;0;0;22;100.000;0;1.286;5610;534;1;58;0;0;573;849;849;0;0;0;52;5;10;319;22;22;0;0;0;573;573;474;0;474;0;0;849;0;0;0;100.000;100.000;0;849;375;0;100.000;375;47.880;100.000;573;0;100.000;573;0
0;0;0;0;0;0;0;0;0;78;100.000;100.000;1.309;5451;217;1;53;0;0;569;829;829;0;0;0;51;2;159;549;78;78;0;0;0;569;569;454;8;454;8;0;829;0;0;0;100.000;100.000;100.000;829;367;0;100.000;367;42.960;100.000;569;0;100.000;569;0
0;0;0;0;0;0;0;0;0;8;100.000;100.000;2.098;8677;393;1;85;0;0;557;925;925;0;0;0;81;4;1;569;8;8;0;0;0;557;557;467;0;467;0;0;925;0;0;0;100.000;100.000;0;925;458;0;100.000;458;59.690;100.000;557;0;100.000;557;0
0;0;0;0;0;100.000;1;0;0;79;100.000;100.000;652;2930;451;0;32;0;1;553;784;784;0;100.000;0;27;5;6;227;79;79;0;1;1;553;553;492;0;492;0;0;784;0;0;0;100.000;100.000;0;784;292;0;100.000;292;18.010;100.000;553;0;100.000;553;0
1;0;0;0;0;0;0;0;0;32;100.000;100.000;472;934;85;0;1;0;0;545;754;754;0;0;180;9;1;22;313;32;32;0;0;0;546;545;476;1;476;1;180;754;0;0;0;100.000;100.000;100.000;754;277;0;100.000;277;53.720;99.820;545;0;100.000;545;0
0;0;0;0;0;0;0;0;0;18;100.000;0;8.081;34.788;504;3;329;0;0;527;733;733;0;0;0;324;5;0;931;18;18;0;0;0;527;527;430;2;430;2;0;733;0;0;0;100.000;100.000;100.000;733;301;0;100.000;301;63.270;100.000;527;0;100.000;527;0
0;0;0;0;0;0;0;0;0;15;100.000;0;2.179;9485;1792;1;106;0;0;517;784;784;0;0;0;88;18;129;535;15;15;0;0;0;517;517;460;0;460;0;0;784;0;0;0;100.000;100.000;0;784;324;0;100.000;324;33.210;100.000;517;0;100.000;517;0
0;0;0;0;0;0;0;0;0;12;100.000;0;729;3281;1880;0;49;0;0;509;817;817;0;0;0;31;19;0;293;12;12;0;0;0;509;509;443;0;443;0;0;817;0;0;0;100.000;100.000;0;817;374;0;100.000;374;6.220;100.000;509;0;100.000;509;0
0;0;0;0;0;0;0;0;0;26;100.000;100.000;2.527;7610;185;1;73;0;0;503;816;816;0;0;0;71;2;6;892;26;26;0;0;0;503;503;460;0;460;0;0;816;0;0;0;100.000;100.000;0;816;356;0;100.000;356;40.040;100.000;503;0;100.000;503;0
0;0;0;0;0;0;0;0;0;12;100.000;100.000;881;2335;159;0;23;0;0;500;728;728;0;0;0;22;2;36;301;12;12;0;0;0;500;500;429;6;429;6;0;728;0;0;0;100.000;100.000;100.000;728;293;0;100.000;293;39.470;100.000;500;0;100.000;500;0
0;0;0;0;0;0;0;0;0;20;100.000;100.000;1.349;2295;338;0;25;0;0;481;741;741;0;0;0;21;3;0;675;20;20;0;0;0;481;481;385;0;385;0;0;741;0;0;0;100.000;100.000;0;741;356;0;100.000;356;57.800;100.000;481;0;100.000;481;0
0;0;0;0;0;0;0;0;0;50;100.000;100.000;2.888;7251;202;1;7;0;0;469;758;758;0;0;0;68;2;3;631;50;50;0;0;0;469;469;427;0;427;0;0;758;0;0;0;100.000;100.000;0;758;331;0;100.000;331;14.380;100.000;469;0;100.000;469;0
2;0;0;0;0;0;0;0;0;55;100.000;100.000;1.504;6571;726;1;68;0;0;468;646;646;0;0;430;61;7;3;591;55;55;0;0;0;470;468;353;1;353;1;430;646;0;0;0;100.000;100.000;100.000;646;292;0;100.000;292;50.070;99.570;468;0;100.000;468;0
0;0;0;0;0;0;0;0;0;31;100.000;0;7.280;29.747;685;3;284;0;0;464;652;652;0;0;0;277;7;0;619;31;31;0;0;0;464;464;404;0;404;0;0;652;0;0;0;100.000;100.000;0;652;248;0;100.000;248;46.970;100.000;464;0;100.000;464;0
0;0;0;0;0;0;0;0;0;67;100.000;100.000;1.839;4958;225;0;48;0;0;456;764;764;0;0;0;46;2;1;434;67;67;0;0;0;456;456;406;1;406;1;0;764;0;0;0;100.000;100.000;100.000;764;357;0;100.000;357;40.660;100.000;456;0;100.000;456;0
0;0;0;0;0;0;0;0;0;29;100.000;0;1.898;3601;62;0;34;0;0;451;733;733;0;0;0;34;1;3;561;29;29;0;0;0;451;451;424;1;424;1;0;733;0;0;0;100.000;100.000;100.000;733;308;0;100.000;308;36.430;100.000;451;0;100.000;451;0
0;0;0;0;0;0;0;0;0;30;100.000;0;271;1214;142;0;13;0;0;445;673;673;0;0;0;11;1;39;261;30;30;0;0;0;445;445;362;0;362;0;0;673;0;0;0;100.000;100.000;0;673;311;0;100.000;311;34.530;100.000;445;0;100.000;445;0
0;0;0;0;0;0;0;0;0;30;100.000;0;3.878;17.227;502;2;165;0;0;435;672;672;0;0;0;16;5;11;481;30;30;0;0;0;435;435;341;0;341;0;0;672;0;0;0;100.000;100.000;0;672;331;0;100.000;331;49.480;100.000;435;0;100.000;435;0
3;0;0;0;0;0;0;0;0;55;100.000;0;605;1287;62;0;13;0;0;419;407;407;0;0;710;12;1;0;237;55;55;0;0;0;422;419;311;0;311;0;710;407;0;0;0;100.000;100.000;0;407;96;0;100.000;96;19.590;99.290;419;0;100.000;419;0
0;0;0;0;0;0;0;0;0;35;100.000;100.000;1.020;4362;222;0;43;0;0;418;717;717;0;0;0;41;2;52;358;35;35;0;0;0;418;418;370;3;370;3;0;717;0;0;0;100.000;100.000;100.000;717;344;0;100.000;344;49.900;100.000;418;0;100.000;418;0
0;0;0;0;0;0;0;0;0;45;100.000;100.000;42.193;189.836;3544;18;1803;0;0;388;643;643;0;0;0;1768;35;34;62;45;45;0;0;0;388;388;352;0;352;0;0;643;0;0;0;100.000;100.000;0;643;291;0;100.000;291;69.840;100.000;388;0;100.000;388;0
0;0;0;0;0;0;0;0;0;32;100.000;0;103;124;11;0;1;0;0;383;490;490;0;0;0;1;0;0;101;32;32;0;0;0;383;383;366;0;366;0;0;490;0;0;0;100.000;100.000;0;490;124;0;100.000;124;16.070;100.000;383;0;100.000;383;0
1;0;0;0;0;0;0;0;0;30;100.000;100.000;1.318;5865;820;1;63;0;0;381;628;628;0;0;260;55;8;98;264;30;30;0;0;0;382;381;358;1;358;1;260;628;0;0;0;100.000;100.000;100.000;628;269;0;100.000;269;29.790;99.740;381;0;100.000;381;0
0;0;0;0;0;0;0;0;0;156;100.000;100.000;1.672;4200;172;0;41;0;0;358;583;583;0;0;0;39;2;8;375;156;156;0;0;0;358;358;331;1;331;1;0;583;0;0;0;100.000;100.000;100.000;583;251;0;100.000;251;46.380;100.000;358;0;100.000;358;0
0;0;0;0;0;0;0;0;0;53;100.000;0;92;228;54;0;3;0;0;352;455;455;0;0;0;2;1;1;472;53;53;0;0;0;352;352;347;0;347;0;0;455;0;0;0;100.000;100.000;0;455;108;0;100.000;108;22.670;100.000;352;0;100.000;352;0
0;0;0;0;0;0;0;0;0;85;100.000;100.000;4.046;17.068;577;2;165;0;0;351;560;560;0;0;0;159;6;1;483;85;85;0;0;0;351;351;304;0;304;0;0;560;0;0;0;100.000;100.000;0;560;256;0;100.000;256;68.160;100.000;351;0;100.000;351;0
0;0;0;0;0;0;0;0;0;33;100.000;100.000;702;3160;299;0;32;0;0;340;486;486;0;0;0;29;3;5;512;33;33;0;0;0;340;340;289;0;289;0;0;486;0;0;0;100.000;100.000;0;486;197;0;100.000;197;41.350;100.000;340;0;100.000;340;0
0;0;0;0;0;0;0;0;0;74;100.000;100.000;344;353;28;0;4;0;0;338;590;590;0;0;0;3;0;0;728;74;74;0;0;0;338;338;312;0;312;0;0;590;0;0;0;100.000;100.000;0;590;278;0;100.000;278;11.280;100.000;338;0;100.000;338;0
0;0;0;0;0;0;0;0;0;36;100.000;100.000;747;3342;290;0;34;0;0;333;642;642;0;0;0;31;3;1;237;36;36;0;0;0;333;333;469;0;469;0;0;642;0;0;0;100.000;100.000;0;642;173;0;100.000;173;47.980;100.000;333;0;100.000;333;0
0;0;0;0;0;0;0;0;0;35;100.000;100.000;711;1027;68;0;1;0;0;332;559;559;0;0;0;1;1;4;407;35;35;0;0;0;332;332;293;1;293;1;0;559;0;0;0;100.000;100.000;100.000;559;265;0;100.000;265;45.440;100.000;332;0;100.000;332;0
1;0;0;0;0;0;0;0;0;133;100.000;100.000;1.092;2613;150;0;26;0;0;317;440;440;0;0;310;24;2;7;272;133;133;0;0;0;318;317;265;3;265;3;310;440;0;0;0;100.000;100.000;100.000;440;172;0;100.000;172;13.580;99.690;317;0;100.000;317;0
0;0;0;0;0;0;0;0;0;20;100.000;0;9.154;41.200;1442;4;398;0;0;316;401;401;0;0;0;384;14;43;499;20;20;0;0;0;316;316;262;1;262;1;0;401;0;0;0;100.000;100.000;100.000;401;138;0;100.000;138;65.410;100.000;316;0;100.000;316;0
0;0;0;0;0;0;0;0;0;29;100.000;0;1.376;3448;101;0;33;0;0;315;449;449;0;0;0;32;1;0;709;29;29;0;0;0;315;315;279;0;279;0;0;449;0;0;0;100.000;100.000;0;449;170;0;100.000;170;47.440;100.000;315;0;100.000;315;0
0;0;0;0;0;0;0;0;0;13;100.000;100.000;89;44;9;0;0;0;0;302;328;328;0;0;0;0;0;0;75;13;13;0;0;0;302;302;295;0;295;0;0;328;0;0;0;100.000;100.000;0;328;33;0;100.000;33;12.140;100.000;302;0;100.000;302;0
0;0;0;0;0;0;0;0;0;24;100.000;100.000;1.485;5226;134;0;5;0;0;293;459;459;0;0;0;49;1;44;559;24;24;0;0;0;293;293;231;0;231;0;0;459;0;0;0;100.000;100.000;0;459;228;0;100.000;228;36.810;100.000;293;0;100.000;293;0
0;0;0;0;0;0;0;0;0;19;100.000;100.000;294;144;12;0;1;0;0;270;423;423;0;0;0;1;0;2;106;19;19;0;0;0;270;270;233;0;233;0;0;423;0;0;0;100.000;100.000;0;423;190;0;100.000;190;9.260;100.000;270;0;100.000;270;0
0;0;0;0;0;0;0;0;0;37;100.000;0;157;555;109;0;6;0;0;265;434;434;0;0;0;5;1;89;251;37;37;0;0;0;265;265;235;2;235;2;0;434;0;0;0;100.000;100.000;100.000;434;197;0;100.000;197;31.940;100.000;265;0;100.000;265;0
0;0;0;0;0;0;0;0;0;99;100.000;100.000;271;1134;172;0;12;0;0;265;473;473;0;0;0;11;2;3;245;99;99;0;0;0;265;265;279;3;279;3;0;473;0;0;0;100.000;100.000;100.000;473;191;0;100.000;191;33.950;100.000;265;0;100.000;265;0
0;0;0;0;0;0;0;0;0;29;100.000;0;6.595;25.953;515;2;247;0;0;259;435;435;0;0;0;242;5;0;363;29;29;0;0;0;259;259;248;1;248;1;0;435;0;0;0;100.000;100.000;100.000;435;186;0;100.000;186;50.110;100.000;259;0;100.000;259;0
0;0;0;0;0;0;0;0;0;71;100.000;100.000;1.565;7043;537;1;71;0;0;257;331;331;0;0;0;66;5;35;47;71;71;0;0;0;257;257;235;0;235;0;0;331;0;0;0;100.000;100.000;0;331;96;0;100.000;96;51.900;100.000;257;0;100.000;257;0
0;0;0;0;0;0;0;0;0;54;100.000;100.000;1.218;4200;355;0;43;0;0;250;432;432;0;0;0;39;4;6;392;54;54;0;0;0;250;250;234;2;234;2;0;432;0;0;0;100.000;100.000;100.000;432;196;0;100.000;196;53.630;100.000;250;0;100.000;250;0
0;0;0;0;0;0;0;0;0;14;100.000;100.000;1.687;7067;408;1;7;0;0;247;392;392;0;0;0;66;4;30;41;14;14;0;0;0;247;247;220;4;220;4;0;392;0;0;0;100.000;100.000;100.000;392;168;0;100.000;168;43.070;100.000;247;0;100.000;247;0
3;0;0;0;0;100.000;1;0;0;65;100.000;100.000;1.744;5569;302;1;55;0;1;239;403;403;0;100.000;1.240;52;3;3;421;65;65;0;1;1;242;239;218;0;218;0;1.240;403;0;0;0;100.000;100.000;0;403;185;0;100.000;185;29.830;98.760;239;0;100.000;239;0
0;0;0;0;0;0;0;0;0;19;100.000;0;425;588;55;0;6;0;0;232;344;344;0;0;0;5;1;0;375;19;19;0;0;0;232;232;205;0;205;0;0;344;0;0;0;100.000;100.000;0;344;139;0;100.000;139;8.730;100.000;232;0;100.000;232;0
0;0;0;0;0;0;0;0;0;27;100.000;0;1.827;6238;256;1;61;0;0;227;367;367;0;0;0;58;3;0;358;27;27;0;0;0;227;227;233;0;233;0;0;367;0;0;0;100.000;100.000;0;367;134;0;100.000;134;15.720;100.000;227;0;100.000;227;0
0;0;0;0;0;0;0;0;0;32;100.000;100.000;324;151;15;0;2;0;0;223;257;257;0;0;0;1;0;1;265;32;32;0;0;0;223;223;139;0;139;0;0;257;0;0;0;100.000;100.000;0;257;118;0;100.000;118;8.650;100.000;223;0;100.000;223;0
0;0;0;0;0;0;0;0;0;29;100.000;100.000;2.011;6083;642;1;63;0;0;206;286;286;0;0;0;57;6;63;452;29;29;0;0;0;206;206;147;0;147;0;0;286;0;0;0;100.000;100.000;0;286;139;0;100.000;139;16.840;100.000;206;0;100.000;206;0
1;0;0;0;0;0;0;0;0;42;100.000;100.000;1.119;5038;1307;0;6;0;0;204;303;303;0;0;490;47;13;68;251;42;42;0;0;0;205;204;162;1;162;1;490;303;0;0;0;100.000;100.000;100.000;303;140;0;100.000;140;42.160;99.510;204;0;100.000;204;0
0;0;0;0;0;0;0;0;0;9;100.000;100.000;5;2;2;0;0;0;0;200;226;226;0;0;0;0;0;2;0;9;9;0;0;0;200;200;199;0;199;0;0;226;0;0;0;100.000;100.000;0;226;27;0;100.000;27;2.610;100.000;200;0;100.000;200;0
0;0;0;0;0;0;0;0;0;5;100.000;0;1.570;2792;70;0;27;0;0;200;356;356;0;0;0;26;1;0;347;5;5;0;0;0;200;200;184;0;184;0;0;356;0;0;0;100.000;100.000;0;356;172;0;100.000;172;19.890;100.000;200;0;100.000;200;0
0;0;0;0;0;0;0;0;0;12;100.000;100.000;20;32;22;0;1;0;0;194;282;282;0;0;0;0;0;46;56;12;12;0;0;0;194;194;169;1;169;1;0;282;0;0;0;100.000;100.000;100.000;282;112;0;100.000;112;17.180;100.000;194;0;100.000;194;0
0;0;0;0;0;0;0;0;0;28;100.000;100.000;161;213;36;0;2;0;0;175;241;241;0;0;0;2;0;0;49;28;28;0;0;0;175;175;135;0;135;0;0;241;0;0;0;100.000;100.000;0;241;106;0;100.000;106;1.940;100.000;175;0;100.000;175;0
0;0;0;0;0;0;0;0;0;8;100.000;0;1.153;70;1;0;1;0;0;168;168;168;0;0;0;1;0;0;146;8;8;0;0;0;168;168;166;0;166;0;0;168;0;0;0;100.000;100.000;0;168;2;0;100.000;2;36.510;100.000;168;0;100.000;168;0
0;0;0;0;0;0;0;0;0;46;100.000;0;442;831;710;0;15;0;0;165;286;286;0;0;0;8;7;0;53;46;46;0;0;0;165;165;158;0;158;0;0;286;0;0;0;100.000;100.000;0;286;128;0;100.000;128;33.020;100.000;165;0;100.000;165;0
0;0;0;0;0;0;0;0;0;22;100.000;100.000;5.390;17.774;386;2;169;0;0;164;223;223;0;0;0;166;4;11;473;22;22;0;0;0;164;164;107;1;107;1;0;223;0;0;0;100.000;100.000;100.000;223;115;0;100.000;115;62.510;100.000;164;0;100.000;164;0
