,4G_RRC_SETUP_FAILURES_OVERALL,4G_4G2G_CSFB_ATT,4G_4G2G_CSFB_SHARE,4G_4G2G_OUT_HO_ATT_SRVCC,4G_4G2G_OUT_HO_FAILURES_SRVCC,4G_4G2G_OUT_HO_SUCC_RATE_SRVCC,4G_4G2G_OUT_HO_SUCC_SRVCC,4G_4G2G_SRVCC_SHARE,4G_4G3G_CSFB_ATT,4G_4G3G_CSFB_SHARE,4G_4G3G_OUT_HO_ATT_SRVCC,4G_4G3G_OUT_HO_FAILURES_SRVCC,4G_4G3G_OUT_HO_SUCC_RATE_SRVCC,4G_4G3G_OUT_HO_SUCC_SRVCC,4G_4G3G_SRVCC_SHARE,4G_4G4G_OUT_HO_ATT_OVERALL,4G_4G4G_OUT_HO_ATT_VOICE,4G_4G4G_OUT_HO_FAILURES_OVERALL,4G_4G4G_OUT_HO_FAILURES_VOICE,4G_4G4G_OUT_HO_SUCC_OVERALL,4G_4G4G_OUT_HO_SUCC_RATE_OVERALL,4G_4G4G_OUT_HO_SUCC_RATE_VOICE,LTE_Avg_Cell_Throughput_DL_Mbps_LTE_1,LTE_Avg_Cell_Throughput_UL_Mbps_LTE_1,LTE_ERAB_Accessibility_Ratio_LTE_1,LTE_ERAB_Drop_per_GByte_LTE_1,LTE_ERAB_Drop_Ratio_LTE_1,LTE_Nbr_of_Cells_LTE_1,LTE_Traffic_Volume_DL_GBytes_LTE_1,LTE_Traffic_Volume_UL_GBytes_LTE_1,4G_Cell_Availability,4G_TRAFFIC_VOLUME_DL_OVERALL,4G_TRAFFIC_VOLUME_OVERALL,4G_TRAFFIC_VOLUME_UL_OVERALL,4G_HO_SRVCC_SUCCESSES,4G_BPCR_OVERALL_RRC_SUCC_MV_LN,4G_BPCR_OVERALL_RRC_ATT_MV_LN,4G_BPCR_OVERALL_eRAB_SUCC_MV_LN,4G_BPCR_OVERALL_eRAB_ATT_MV_LN,4G_Active_Users_Avg_BH_GL,4G_DL_PRB_Utilisation_GL,4G_AVERAGE_ACTIVE_USERS,4G_OUT_HO_ATT_SRVCC_OVERALL,4G_OUT_HO_SRVCC_FAILURES_OVERALL,4G_OUT_HO_SUCC_RATE_SRVCC_OVERALL,4G_OUT_HO_SUCC_SRVCC_OVERALL,4G_BPCR_DATA,4G_BPCR_VOICE,4G_DPCR_DATA,4G_DPCR_VOICE,4G_TRAFFIC_VOLUME_DL_DATA_NOK,4G_TRAFFIC_VOLUME_UL_DATA_NOK,4G_TRAFFIC_VOLUME_VOICE_NOK,4G_DL_MAX_THROUGHPUT_NOK,4G_UL_MAX_THROUGHPUT_NOK,4G_HO_ATTEMPTS,4G_HO_ATTEMPTS_NOK,4G_HO_FAILURES,4G_HO_SRVCC_ATTEMPTS,4G_HO_SRVCC_ATTEMPTS_NOK,4G_RRC_SETUP_ATTEMPTS_OVERALL,4G_RRC_SETUP_SUCCESSES_OVERALL,4G_ERAB_DROPS_DATA,4G_ERAB_DROPS_VOICE,4G_ERAB_SEIZURES_DATA,4G_ERAB_SEIZURES_VOICE,4G_ERAB_SETUP_ATTEMPTS_DATA,4G_ERAB_SETUP_ATTEMPTS_VOICE,4G_ERAB_SETUP_SUCCESSES_DATA,4G_ERAB_SETUP_SUCCESSES_VOICE,4G_BPCR_OVERALL_NOK,4G_BROADBAND_ACTIVE_USERS_Hour_new,4G_CELL_AVAILABLE_SECONDS,4G_CELL_PLANNED_AVAILABLE_SECONDS,4G_CELL_UNAVAILABLE_SECONDS,4G_DPCR_OVERALL,4G_ERAB_DROPS_OVERALL,4G_ERAB_SEIZURES_OVERALL,4G_ERAB_SETUP_ATTEMPTS_OVERALL,4G_ERAB_SETUP_FAILURES_DATA,4G_ERAB_SETUP_FAILURES_OVERALL,4G_ERAB_SETUP_FAILURES_VOICE,4G_ERAB_SETUP_SUCCESS_RATE_DATA,4G_ERAB_SETUP_SUCCESS_RATE_OVERALL,4G_ERAB_SETUP_SUCCESS_RATE_VOICE,4G_ERAB_SETUP_SUCCESSES_OVERALL,4G_IMS_SIG_ATTEMPTS,4G_IMS_SIG_FAILURES,4G_IMS_SIG_SUCCESS_RATE,4G_IMS_SIG_SUCCESSES,4G_MIMO_SPATIAL_MUX_SHARE,4G_RRC_SETUP_SUCCESS_RATE_OVERALL,4G_S1_SETUP_ATTEMPTS_OVERALL,4G_S1_SETUP_FAILURES_OVERALL,4G_S1_SETUP_SUCC_RATE_OVERALL,4G_S1_SETUP_SUCCESSES_OVERALL,NE_STATE,eCell.OMC_Name,OMC_NAME
101310161T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active,0,0
101310161U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active,0,0
101320001H1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,13,0,0,236,100.00%,100.00%,2.464 Mbps,0.127 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.0658 GBytes,0.0513 GBytes,100.00%,1,1.04,0,0,1585,1587,2249,2249,0,5.50%,12,0,0,0,0,0.13%,0.13%,0.00%,0.00%,0.99,0.05,0.08 E,92.3,10.7,236,236,0,0,0,1587,1585,0,0,2557,6,1517,10,1517,10,0.13%,0,3600,3600,0,0.00%,0,2563,2249,0,0,0,100.00%,100.00%,100.00%,2249,722,0,100.00%,722,39.50%,99.87%,1585,0,100.00%,1585,Active,0,nokiaLTENordOst1
101320001H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,9,3,0,333,99.11%,100.00%,2.185 Mbps,0.356 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.8389 GBytes,0.1279 GBytes,100.00%,1,0.91,0,0,662,662,1066,1066,0,6.80%,5,0,0,0,0,0.00%,0.00%,0.25%,0.00%,0.78,0.13,0.08 E,166,42.3,336,336,3,0,0,662,662,4,0,1582,1,627,3,627,3,0.00%,0,3600,3600,0,0.25%,4,1583,1066,0,0,0,100.00%,100.00%,100.00%,1066,436,0,100.00%,436,45.72%,100.00%,662,0,100.00%,662,Active,0,nokiaLTENordOst1
101320001H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,7,100.00%,100.00%,0.175 Mbps,0.021 Mbps,0,0.00 Drop/Gbyte,0,1,0.0194 GBytes,0.0032 GBytes,100.00%,0,0.02,0,0,155,155,267,267,0,0.70%,4,0,0,0,0,0.00%,0.00%,0.00%,0,0.02,0,0.02 E,5,0.4,7,7,0,0,0,155,155,0,0,274,0,148,1,148,1,0.00%,0,3600,3600,0,0.00%,0,274,267,0,0,0,100.00%,100.00%,100.00%,267,118,0,100.00%,118,24.89%,100.00%,155,0,100.00%,155,Active,0,nokiaLTENordOst1
101320001L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,5,1,0,88,98.88%,100.00%,1.931 Mbps,0.084 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.6908 GBytes,0.0295 GBytes,100.00%,1,0.67,0,0,387,387,653,653,0,7.70%,4,0,0,0,0,0.00%,0.00%,0.48%,0.00%,0.64,0.03,0.17 E,30.9,11.6,89,89,1,0,0,387,387,4,0,839,4,351,2,351,2,0.00%,0,3600,3600,0,0.47%,4,843,653,0,0,0,100.00%,100.00%,100.00%,653,300,0,100.00%,300,58.52%,100.00%,387,0,100.00%,387,Active,0,nokiaLTENordOst1
101320001L2,3,0,0.00%,0,0,0,0,0.00%,2,100.00%,1,0,100.00%,1,100.00%,65,1,0,0,65,100.00%,100.00%,1.744 Mbps,0.109 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.5569 GBytes,0.0302 GBytes,100.00%,1,0.55,0,1,239,242,403,403,0,10.30%,4,1,0,100.00%,1,1.24%,0,0.00%,0.00%,0.52,0.03,0.03 E,42.1,1.4,65,65,0,1,1,242,239,0,0,616,1,218,0,218,0,1.24%,0,3600,3600,0,0.00%,0,617,403,0,0,0,100.00%,100.00%,0,403,185,0,100.00%,185,29.83%,98.76%,239,0,100.00%,239,Active,0,nokiaLTENordOst1
101320001L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,9,100.00%,100.00%,0.005 Mbps,0.005 Mbps,0,0.00 Drop/Gbyte,0,1,0.0002 GBytes,0.0002 GBytes,100.00%,0,0,0,0,200,200,226,226,0,1.30%,0,0,0,0,0,0.00%,0,0.00%,0,0,0,0.02 E,0,0.1,9,9,0,0,0,200,200,0,0,244,0,199,0,199,0,0.00%,0,3600,3600,0,0.00%,0,244,226,0,0,0,100.00%,100.00%,0,226,27,0,100.00%,27,2.61%,100.00%,200,0,100.00%,200,Active,0,nokiaLTENordOst1
101320001M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,2,0,111,98.23%,100.00%,1.957 Mbps,0.195 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.6332 GBytes,0.0623 GBytes,100.00%,1,0.65,0,0,348,348,485,485,0,5.40%,4,0,0,0,0,0.00%,0,0.00%,0.00%,0.59,0.06,0.01 E,128.1,24.6,114,114,3,0,0,348,348,0,0,754,1,314,0,314,0,0.00%,0,3600,3600,0,0.00%,0,755,485,0,0,0,100.00%,100.00%,0,485,171,0,100.00%,171,40.49%,100.00%,348,0,100.00%,348,Active,0,nokiaLTENordOst1
101320001M2,0,0,0,0,0,0,0,0.00%,0,0,1,0,100.00%,1,100.00%,156,10,0,0,156,100.00%,100.00%,1.194 Mbps,0.065 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.5051 GBytes,0.0241 GBytes,100.00%,0,0.49,0,1,233,233,331,333,0,6.90%,3,1,0,100.00%,1,0.92%,0.00%,0.00%,0.00%,0.47,0.02,0.53 E,43.9,1.5,156,156,0,1,1,233,233,0,0,617,3,218,1,216,1,0.60%,0,3600,3600,0,0.00%,0,620,333,2,2,0,99.08%,99.40%,100.00%,331,114,0,100.00%,114,43.14%,100.00%,233,0,100.00%,233,Active,0,nokiaLTENordOst1
101320001M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,100.00%,0,0.004 Mbps,0.012 Mbps,0,0.00 Drop/Gbyte,0,1,0.0000 GBytes,0.0001 GBytes,100.00%,0,0,0,0,32,32,36,36,0,0.60%,1,0,0,0,0,0.00%,0,0.00%,0,0,0,0.00 E,0.1,0.1,13,13,0,0,0,32,32,0,0,56,0,30,0,30,0,0.00%,0,3600,3600,0,0.00%,0,56,36,0,0,0,100.00%,100.00%,0,36,6,0,100.00%,6,30.30%,100.00%,32,0,100.00%,32,Active,0,nokiaLTENordOst1
101320002H1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,7,1,0,263,99.62%,100.00%,2.591 Mbps,0.087 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.7413 GBytes,0.0238 GBytes,100.00%,1,0.71,0,0,738,739,1068,1068,0,7.00%,7,0,0,0,0,0.14%,0.14%,0.00%,0.00%,0.69,0.02,0.05 E,39.8,25.2,264,264,1,0,0,739,738,0,0,1550,3,723,2,723,2,0.14%,0,3600,3600,0,0.00%,0,1553,1068,0,0,0,100.00%,100.00%,100.00%,1068,343,0,100.00%,343,33.74%,99.86%,738,0,100.00%,738,Active,0,nokiaLTENordOst1
101320002H2,0,1,50.00%,0,0,0,0,0.00%,1,50.00%,1,0,100.00%,1,100.00%,553,28,0,0,553,100.00%,100.00%,5.027 Mbps,0.802 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.2609 GBytes,0.3363 GBytes,100.00%,2,2.44,0,1,961,961,1378,1381,0,32.90%,13,1,0,100.00%,1,0.12%,0.00%,0.04%,0.00%,2.11,0.34,0.25 E,29.3,15.5,553,553,0,1,1,961,961,1,0,2279,3,869,3,868,3,0.22%,0,3600,3600,0,0.04%,1,2282,1381,1,3,0,99.88%,99.78%,100.00%,1378,509,2,99.61%,507,5.35%,100.00%,961,0,100.00%,961,Active,0,nokiaLTENordOst1
101320002H3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,21,0,0,284,100.00%,100.00%,7.970 Mbps,0.445 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.5859 GBytes,0.1866 GBytes,100.00%,3,3.53,0,0,3361,3367,5207,5207,0,22.30%,29,0,0,0,0,0.18%,0.18%,0.13%,0.00%,3.34,0.19,0.31 E,64.1,19.2,284,284,0,0,0,3367,3361,7,0,5544,15,3008,14,3008,14,0.18%,0,3600,3600,0,0.13%,7,5559,5207,0,0,0,100.00%,100.00%,100.00%,5207,2185,0,100.00%,2185,34.55%,99.82%,3361,0,100.00%,3361,Active,0,nokiaLTENordOst1
101320003L1,0,0,0,0,0,0,0,0.00%,0,0,1,0,100.00%,1,100.00%,42,0,2,0,40,95.24%,0,4.537 Mbps,0.377 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.0373 GBytes,0.1579 GBytes,100.00%,2,2.06,0,1,936,936,1559,1560,0,19.60%,14,1,0,100.00%,1,0.00%,0.00%,0.00%,0.00%,1.9,0.16,1.50 E,61.4,15.2,42,42,2,1,1,936,936,0,0,1678,5,859,2,859,2,0.06%,0,3600,3600,0,0.00%,0,1683,1560,0,1,0,100.00%,99.94%,100.00%,1559,699,1,99.86%,698,50.89%,100.00%,936,0,100.00%,936,Active,0,nokiaLTENordOst1
101320003L2,0,0,0,0,0,0,0,0.00%,0,0,2,0,100.00%,2,100.00%,56,2,1,0,55,98.21%,100.00%,3.238 Mbps,0.669 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.4572 GBytes,0.2806 GBytes,100.00%,1,1.64,0,2,360,360,484,484,0,21.50%,8,2,0,100.00%,2,0.00%,0.00%,0.00%,0.00%,1.36,0.28,0.09 E,34.1,15,55,55,0,2,2,360,360,0,0,636,4,298,3,298,3,0.00%,0,3600,3600,0,0.00%,0,640,484,0,0,0,100.00%,100.00%,100.00%,484,183,0,100.00%,183,27.40%,100.00%,360,0,100.00%,360,Active,0,nokiaLTENordOst1
101320003L3,1,0,0.00%,2,0,100.00%,2,100.00%,3,100.00%,0,0,0,0,0.00%,71,0,0,0,71,100.00%,0,3.197 Mbps,0.107 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.4345 GBytes,0.0450 GBytes,100.00%,1,1.38,0,2,582,583,916,918,0,18.00%,10,2,0,100.00%,2,0.37%,0.17%,0.27%,0.00%,1.34,0.04,0.23 E,50,1,71,71,0,2,2,583,582,3,0,1102,3,510,2,509,2,0.39%,0,3600,3600,0,0.27%,3,1105,918,1,2,0,99.80%,99.78%,100.00%,916,406,1,99.75%,405,36.40%,99.83%,582,0,100.00%,582,Active,0,nokiaLTENordOst1
101320003M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,3,0,0,86,100.00%,100.00%,5.595 Mbps,0.089 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.4343 GBytes,0.0361 GBytes,100.00%,2,2.3,0,0,2154,2154,3454,3454,0,10.10%,13,0,0,0,0,0.00%,0,0.08%,0,2.27,0.04,0.02 E,94.2,1.8,86,86,0,0,0,2154,2154,3,0,3635,0,1922,0,1922,0,0.00%,0,3600,3600,0,0.08%,3,3635,3454,0,0,0,100.00%,100.00%,0,3454,1532,0,100.00%,1532,59.71%,100.00%,2154,0,100.00%,2154,Active,0,nokiaLTENordOst1
101320003M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,100.00%,0,1.570 Mbps,0.041 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.2792 GBytes,0.0070 GBytes,100.00%,0,0.27,0,0,200,200,356,356,0,4.00%,2,0,0,0,0,0.00%,0,0.00%,0,0.26,0.01,0.00 E,34.7,0.9,5,5,0,0,0,200,200,0,0,378,0,184,0,184,0,0.00%,0,3600,3600,0,0.00%,0,378,356,0,0,0,100.00%,100.00%,0,356,172,0,100.00%,172,19.89%,100.00%,200,0,100.00%,200,Active,0,nokiaLTENordOst1
101320003M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,26,100.00%,100.00%,2.527 Mbps,0.059 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.7610 GBytes,0.0185 GBytes,100.00%,1,0.73,0,0,503,503,816,816,0,9.10%,7,0,0,0,0,0.00%,0,0.00%,0.00%,0.71,0.02,0.06 E,89.2,1.6,26,26,0,0,0,503,503,0,0,917,1,460,0,460,0,0.00%,0,3600,3600,0,0.00%,0,918,816,0,0,0,100.00%,100.00%,0,816,356,0,100.00%,356,40.04%,100.00%,503,0,100.00%,503,Active,0,nokiaLTENordOst1
101320003N1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active,0,nokiaLTENordOst1
101320003N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active,0,nokiaLTENordOst1
101320003N3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Active,0,nokiaLTENordOst1
101320004H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,32,100.00%,0,0.103 Mbps,0.008 Mbps,0,0.00 Drop/Gbyte,0,1,0.0124 GBytes,0.0011 GBytes,100.00%,0,0.01,0,0,383,383,490,490,0,0.70%,5,0,0,0,0,0.00%,0,0.37%,0,0.01,0,0.00 E,10.1,0.3,32,32,0,0,0,383,383,2,0,546,0,366,0,366,0,0.00%,0,3600,3600,0,0.37%,2,546,490,0,0,0,100.00%,100.00%,0,490,124,0,100.00%,124,16.07%,100.00%,383,0,100.00%,383,Active,0,nokiaLTENordOst1
101320004H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4,0,0,130,100.00%,100.00%,0.867 Mbps,0.075 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.2595 GBytes,0.0235 GBytes,100.00%,0,0.27,0,0,1727,1727,1908,1908,0,1.60%,12,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.24,0.02,0.06 E,44,18.6,130,130,0,0,0,1727,1727,0,0,2059,1,1715,2,1715,2,0.00%,0,3600,3600,0,0.00%,0,2060,1908,0,0,0,100.00%,100.00%,100.00%,1908,191,0,100.00%,191,41.15%,100.00%,1727,0,100.00%,1727,Active,0,nokiaLTENordOst1
101320004H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1,1,0,117,99.15%,100.00%,2.130 Mbps,0.135 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.9006 GBytes,0.0545 GBytes,100.00%,1,0.89,0,0,1849,1849,2454,2455,0,4.50%,12,0,0,0,0,0.06%,0.00%,0.08%,0,0.84,0.05,0.01 E,58.6,33.3,118,118,1,0,0,1849,1849,2,0,2598,0,1778,1,1777,1,0.04%,0,3600,3600,0,0.08%,2,2598,2455,1,1,0,99.94%,99.96%,100.00%,2454,676,0,100.00%,676,44.36%,100.00%,1849,0,100.00%,1849,Active,0,nokiaLTENordOst1
101320006M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,35,100.00%,100.00%,0.424 Mbps,0.045 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.0887 GBytes,0.0069 GBytes,100.00%,0,0.09,0,0,155,155,245,245,0,1.10%,2,0,0,0,0,0.00%,0,0.64%,0,0.08,0.01,0.00 E,27.7,1.6,35,35,0,0,0,155,155,2,0,312,0,142,0,142,0,0.00%,0,3600,3600,0,0.64%,2,312,245,0,0,0,100.00%,100.00%,0,245,103,0,100.00%,103,33.18%,100.00%,155,0,100.00%,155,Active,0,nokiaLTENordOst1
101320006M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,13,0,0,118,100.00%,100.00%,3.285 Mbps,0.223 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.4764 GBytes,0.0935 GBytes,100.00%,1,1.47,0,0,1038,1038,1647,1647,0,8.00%,10,0,0,0,0,0.00%,0.00%,0.10%,0.00%,1.38,0.09,0.11 E,59.8,4.9,118,118,0,0,0,1038,1038,2,0,1941,3,978,5,978,5,0.00%,0,3600,3600,0,0.10%,2,1944,1647,0,0,0,100.00%,100.00%,100.00%,1647,664,0,100.00%,664,48.42%,100.00%,1038,0,100.00%,1038,Active,0,nokiaLTENordOst1
101320006M3,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,62,1,0,0,62,100.00%,100.00%,2.801 Mbps,0.154 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.2499 GBytes,0.0641 GBytes,100.00%,1,1.23,0,0,1306,1306,2028,2028,0,5.40%,10,0,0,0,0,0.00%,0,0.00%,0.00%,1.16,0.06,1.32 E,50.5,3.9,62,62,0,0,0,1306,1306,0,0,2154,1,1201,0,1201,0,0.00%,0,3600,3600,0,0.00%,0,2155,2028,0,0,0,100.00%,100.00%,0,2028,827,0,100.00%,827,48.12%,100.00%,1306,0,100.00%,1306,Active,0,nokiaLTENordOst1
101320007H1,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,156,9,0,0,156,100.00%,100.00%,1.672 Mbps,0.072 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.4200 GBytes,0.0172 GBytes,100.00%,0,0.41,0,0,358,358,583,583,0,2.20%,3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.39,0.02,0.08 E,37.5,13.8,156,156,0,0,0,358,358,0,0,858,1,331,1,331,1,0.00%,0,3600,3600,0,0.00%,0,859,583,0,0,0,100.00%,100.00%,100.00%,583,251,0,100.00%,251,46.38%,100.00%,358,0,100.00%,358,Active,0,nokiaLTENordOst1
101320007H2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,11,0,0,186,100.00%,100.00%,0.724 Mbps,0.062 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.2374 GBytes,0.0211 GBytes,100.00%,0,0.24,0,0,662,662,886,886,0,1.90%,6,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.22,0.02,0.08 E,56.7,1.9,186,186,0,0,0,662,662,0,0,1174,1,652,1,652,1,0.00%,0,3600,3600,0,0.00%,0,1175,886,0,0,0,100.00%,100.00%,100.00%,886,233,0,100.00%,233,46.67%,100.00%,662,0,100.00%,662,Active,0,nokiaLTENordOst1
101320007H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3,-1,0,90,101.12%,100.00%,0.638 Mbps,0.066 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.1277 GBytes,0.0130 GBytes,100.00%,0,0.13,0,0,527,527,730,730,0,2.10%,3,0,0,0,0,0.00%,0,0.00%,0,0.12,0.01,0.02 E,37.2,3.9,90,90,0,0,0,527,527,0,0,843,0,489,0,489,0,0.00%,0,3600,3600,0,0.00%,0,843,730,0,0,0,100.00%,100.00%,0,730,241,0,100.00%,241,51.84%,100.00%,527,0,100.00%,527,Active,0,nokiaLTENordOst1
101320007M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,35,100.00%,100.00%,0.420 Mbps,0.060 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.0401 GBytes,0.0057 GBytes,100.00%,0,0.04,0,0,154,154,175,175,0,1.20%,1,0,0,0,0,0.00%,0,0.00%,0,0.04,0.01,0.03 E,31.7,1.1,35,35,0,0,0,154,154,0,0,247,0,135,0,135,0,0.00%,0,3600,3600,0,0.00%,0,247,175,0,0,0,100.00%,100.00%,0,175,40,0,100.00%,40,42.45%,100.00%,154,0,100.00%,154,Active,0,nokiaLTENordOst1
101320007M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8,0,0,99,100.00%,100.00%,0.271 Mbps,0.044 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.1134 GBytes,0.0172 GBytes,100.00%,0,0.12,0,0,265,265,473,473,0,1.60%,2,0,0,0,0,0.00%,0.00%,0.29%,0.00%,0.11,0.02,0.03 E,24.5,5.5,99,99,0,0,0,265,265,2,0,688,4,279,3,279,3,0.00%,0,3600,3600,0,0.29%,2,692,473,0,0,0,100.00%,100.00%,100.00%,473,191,0,100.00%,191,33.95%,100.00%,265,0,100.00%,265,Active,0,nokiaLTENordOst1
101320007M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,54,100.00%,100.00%,1.218 Mbps,0.098 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.4200 GBytes,0.0355 GBytes,100.00%,0,0.43,0,0,250,250,432,432,0,2.50%,3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.39,0.04,0.06 E,39.2,3.8,54,54,0,0,0,250,250,0,0,560,2,234,2,234,2,0.00%,0,3600,3600,0,0.00%,0,562,432,0,0,0,100.00%,100.00%,100.00%,432,196,0,100.00%,196,53.63%,100.00%,250,0,100.00%,250,Active,0,nokiaLTENordOst1
101320009H1,0,0,0.00%,0,0,0,0,0,4,100.00%,0,0,0,0,0,1327,7,0,0,1327,100.00%,100.00%,4.157 Mbps,0.545 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.8691 GBytes,0.2284 GBytes,100.00%,2,1.97,0,0,5410,5410,7713,7715,0,8.80%,29,0,0,0,0,0.02%,0.00%,0.15%,0.00%,1.74,0.23,1.28 E,81.5,42.7,1327,1327,0,0,0,5410,5410,12,0,7959,5,4879,6,4878,6,0.03%,0,3600,3600,0,0.15%,12,7964,7715,1,2,0,99.98%,99.97%,100.00%,7713,2830,1,99.96%,2829,40.39%,100.00%,5410,0,100.00%,5410,Active,0,nokiaLTENordOst1
101320009H2,0,0,0.00%,0,0,0,0,0,4,100.00%,0,0,0,0,0,254,12,4,0,250,98.43%,100.00%,13.711 Mbps,0.860 Mbps,0,0.00 Drop/Gbyte,0.00%,1,6.1709 GBytes,0.3608 GBytes,100.00%,6,6.11,0,0,7509,7509,11435,11435,0,19.70%,52,0,0,0,0,0.00%,0.00%,0.00%,0.00%,5.75,0.36,2.28 E,112.6,47.1,254,254,4,0,0,7509,7509,0,0,11612,26,6445,33,6445,33,0.00%,0,3600,3600,0,0.00%,0,11638,11435,0,0,0,100.00%,100.00%,100.00%,11435,4957,0,100.00%,4957,41.58%,100.00%,7509,0,100.00%,7509,Active,0,nokiaLTENordOst1
