,4G_RRC_SETUP_FAILURES_OVERALL,4G_4G2G_CSFB_ATT,4G_4G2G_CSFB_SHARE,4G_4G2G_OUT_HO_ATT_SRVCC,4G_4G2G_OUT_HO_FAILURES_SRVCC,4G_4G2G_OUT_HO_SUCC_RATE_SRVCC,4G_4G2G_OUT_HO_SUCC_SRVCC,4G_4G2G_SRVCC_SHARE,4G_4G3G_CSFB_ATT,4G_4G3G_CSFB_SHARE,4G_4G3G_OUT_HO_ATT_SRVCC,4G_4G3G_OUT_HO_FAILURES_SRVCC,4G_4G3G_OUT_HO_SUCC_RATE_SRVCC,4G_4G3G_OUT_HO_SUCC_SRVCC,4G_4G3G_SRVCC_SHARE,4G_4G4G_OUT_HO_ATT_OVERALL,4G_4G4G_OUT_HO_ATT_VOICE,4G_4G4G_OUT_HO_FAILURES_OVERALL,4G_4G4G_OUT_HO_FAILURES_VOICE,4G_4G4G_OUT_HO_SUCC_OVERALL,4G_4G4G_OUT_HO_SUCC_RATE_OVERALL,4G_4G4G_OUT_HO_SUCC_RATE_VOICE,LTE_Avg_Cell_Throughput_DL_Mbps_LTE_1,LTE_Avg_Cell_Throughput_UL_Mbps_LTE_1,LTE_ERAB_Accessibility_Ratio_LTE_1,LTE_ERAB_Drop_per_GByte_LTE_1,LTE_ERAB_Drop_Ratio_LTE_1,LTE_Nbr_of_Cells_LTE_1,LTE_Traffic_Volume_DL_GBytes_LTE_1,LTE_Traffic_Volume_UL_GBytes_LTE_1,4G_Cell_Availability,4G_TRAFFIC_VOLUME_DL_OVERALL,4G_TRAFFIC_VOLUME_OVERALL,4G_TRAFFIC_VOLUME_UL_OVERALL,4G_HO_SRVCC_SUCCESSES,4G_BPCR_OVERALL_RRC_SUCC_MV_LN,4G_BPCR_OVERALL_RRC_ATT_MV_LN,4G_BPCR_OVERALL_eRAB_SUCC_MV_LN,4G_BPCR_OVERALL_eRAB_ATT_MV_LN,4G_Active_Users_Avg_BH_GL,4G_DL_PRB_Utilisation_GL,4G_AVERAGE_ACTIVE_USERS,4G_OUT_HO_ATT_SRVCC_OVERALL,4G_OUT_HO_SRVCC_FAILURES_OVERALL,4G_OUT_HO_SUCC_RATE_SRVCC_OVERALL,4G_OUT_HO_SUCC_SRVCC_OVERALL,4G_BPCR_DATA,4G_BPCR_VOICE,4G_DPCR_DATA,4G_DPCR_VOICE,4G_TRAFFIC_VOLUME_DL_DATA_NOK,4G_TRAFFIC_VOLUME_UL_DATA_NOK,4G_TRAFFIC_VOLUME_VOICE_NOK,4G_DL_MAX_THROUGHPUT_NOK,4G_UL_MAX_THROUGHPUT_NOK,4G_HO_ATTEMPTS,4G_HO_ATTEMPTS_NOK,4G_HO_FAILURES,4G_HO_SRVCC_ATTEMPTS,4G_HO_SRVCC_ATTEMPTS_NOK,4G_RRC_SETUP_ATTEMPTS_OVERALL,4G_RRC_SETUP_SUCCESSES_OVERALL,4G_ERAB_DROPS_DATA,4G_ERAB_DROPS_VOICE,4G_ERAB_SEIZURES_DATA,4G_ERAB_SEIZURES_VOICE,4G_ERAB_SETUP_ATTEMPTS_DATA,4G_ERAB_SETUP_ATTEMPTS_VOICE,4G_ERAB_SETUP_SUCCESSES_DATA,4G_ERAB_SETUP_SUCCESSES_VOICE,4G_BPCR_OVERALL_NOK,4G_BROADBAND_ACTIVE_USERS_Hour_new,4G_CELL_AVAILABLE_SECONDS,4G_CELL_PLANNED_AVAILABLE_SECONDS,4G_CELL_UNAVAILABLE_SECONDS,4G_DPCR_OVERALL,4G_ERAB_DROPS_OVERALL,4G_ERAB_SEIZURES_OVERALL,4G_ERAB_SETUP_ATTEMPTS_OVERALL,4G_ERAB_SETUP_FAILURES_DATA,4G_ERAB_SETUP_FAILURES_OVERALL,4G_ERAB_SETUP_FAILURES_VOICE,4G_ERAB_SETUP_SUCCESS_RATE_DATA,4G_ERAB_SETUP_SUCCESS_RATE_OVERALL,4G_ERAB_SETUP_SUCCESS_RATE_VOICE,4G_ERAB_SETUP_SUCCESSES_OVERALL,4G_IMS_SIG_ATTEMPTS,4G_IMS_SIG_FAILURES,4G_IMS_SIG_SUCCESS_RATE,4G_IMS_SIG_SUCCESSES,4G_MIMO_SPATIAL_MUX_SHARE,4G_RRC_SETUP_SUCCESS_RATE_OVERALL,4G_S1_SETUP_ATTEMPTS_OVERALL,4G_S1_SETUP_FAILURES_OVERALL,4G_S1_SETUP_SUCC_RATE_OVERALL,4G_S1_SETUP_SUCCESSES_OVERALL,NE_STATE,eCell.OMC_Name,OMC_NAME
101320084L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,6,0,0,39,100.00%,100.00%,3.558 Mbps,0.131 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.6005 GBytes,0.0550 GBytes,100.00%,1,1.55,0,0,1005,1006,1682,1682,0,16.80%,11,0,0,0,0,0.10%,0.10%,0.11%,0.00%,1.49,0.05,1.60 E,61.4,3.2,39,39,0,0,0,1006,1005,2,0,1851,7,966,8,966,8,0.10%,0,3600,3600,0,0.11%,2,1858,1682,0,0,0,100.00%,100.00%,100.00%,1682,708,0,100.00%,708,21.43%,99.90%,1005,0,100.00%,1005,Active,0,nokiaLTENordOst1
101320084L3,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,74,6,0,0,74,100.00%,100.00%,7.440 Mbps,0.474 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.3477 GBytes,0.1990 GBytes,100.00%,3,3.32,0,0,2163,2163,3514,3514,0,53.80%,13,0,0,0,0,0.00%,0.00%,0.03%,0.00%,3.12,0.2,1.79 E,37.2,5.1,74,74,0,0,0,2163,2163,1,0,3756,12,1904,9,1904,9,0.00%,0,3600,3600,0,0.03%,1,3768,3514,0,0,0,100.00%,100.00%,100.00%,3514,1601,0,100.00%,1601,21.97%,100.00%,2163,0,100.00%,2163,Active,0,nokiaLTENordOst1
101320084M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,100.00%,0,0.271 Mbps,0.034 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.1214 GBytes,0.0142 GBytes,100.00%,0,0.13,0,0,445,445,673,673,0,6.00%,5,0,0,0,0,0.00%,0,0.00%,0.00%,0.11,0.01,0.39 E,26.1,13.8,30,30,0,0,0,445,445,0,0,748,1,362,0,362,0,0.00%,0,3600,3600,0,0.00%,0,749,673,0,0,0,100.00%,100.00%,0,673,311,0,100.00%,311,34.53%,100.00%,445,0,100.00%,445,Active,0,nokiaLTENordOst1
101320084M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,37,100.00%,0,0.157 Mbps,0.034 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.0555 GBytes,0.0109 GBytes,100.00%,0,0.06,0,0,265,265,434,434,0,6.90%,3,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.05,0.01,0.89 E,25.1,3,37,37,0,0,0,265,265,0,0,540,4,235,2,235,2,0.00%,0,3600,3600,0,0.00%,0,544,434,0,0,0,100.00%,100.00%,100.00%,434,197,0,100.00%,197,31.94%,100.00%,265,0,100.00%,265,Active,0,nokiaLTENordOst1
101320084M3,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,103,9,0,0,103,100.00%,100.00%,1.134 Mbps,0.111 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.5090 GBytes,0.0465 GBytes,100.00%,0,0.52,0,0,735,735,1229,1229,0,11.40%,8,0,0,0,0,0.00%,0,0.00%,0.00%,0.47,0.05,1.07 E,95.3,2.3,103,103,0,0,0,735,735,0,0,1451,1,647,0,647,0,0.00%,0,3600,3600,0,0.00%,0,1452,1229,0,0,0,100.00%,100.00%,0,1229,582,0,100.00%,582,35.71%,100.00%,735,0,100.00%,735,Active,0,nokiaLTENordOst1
101320085L1,0,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,69,6,0,0,69,100.00%,100.00%,3.593 Mbps,0.183 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.5899 GBytes,0.0757 GBytes,100.00%,1,1.56,0,0,770,770,1267,1267,0,17.20%,10,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1.48,0.08,0.12 E,39,10.4,69,69,0,0,0,770,770,0,0,1413,2,697,4,697,4,0.00%,0,3600,3600,0,0.00%,0,1415,1267,0,0,0,100.00%,100.00%,100.00%,1267,566,0,100.00%,566,51.02%,100.00%,770,0,100.00%,770,Active,0,nokiaLTENordOst1
101320085L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,36,100.00%,100.00%,0.747 Mbps,0.069 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.3342 GBytes,0.0290 GBytes,100.00%,0,0.34,0,0,333,333,642,642,0,7.10%,6,0,0,0,0,0.00%,0,0.00%,0,0.31,0.03,0.01 E,23.7,4.7,36,36,0,0,0,333,333,0,0,724,0,469,0,469,0,0.00%,0,3600,3600,0,0.00%,0,724,642,0,0,0,100.00%,100.00%,0,642,173,0,100.00%,173,47.98%,100.00%,333,0,100.00%,333,Active,0,nokiaLTENordOst1
101320085L3,0,1,100.00%,0,0,0,0,0,0,0.00%,0,0,0,0,0,52,2,0,0,52,100.00%,100.00%,3.614 Mbps,0.396 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.6261 GBytes,0.1661 GBytes,100.00%,2,1.68,0,0,746,746,1051,1051,0,17.20%,6,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1.51,0.17,0.05 E,59.6,5.2,52,52,0,0,0,746,746,0,0,1206,4,711,1,711,1,0.00%,0,3600,3600,0,0.00%,0,1210,1051,0,0,0,100.00%,100.00%,100.00%,1051,339,0,100.00%,339,55.89%,100.00%,746,0,100.00%,746,Active,0,nokiaLTENordOst1
101320085M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,41,100.00%,100.00%,0.535 Mbps,0.073 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.2076 GBytes,0.0265 GBytes,100.00%,0,0.22,0,0,2074,2074,3351,3351,0,5.30%,13,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.19,0.03,0.25 E,32.8,7.4,41,41,0,0,0,2074,2074,0,0,3430,7,1784,4,1784,4,0.00%,0,3600,3600,0,0.00%,0,3437,3351,0,0,0,100.00%,100.00%,100.00%,3351,1563,0,100.00%,1563,19.27%,100.00%,2074,0,100.00%,2074,Active,0,nokiaLTENordOst1
101320085M2,-1,0,0.00%,0,0,0,0,0,2,100.00%,0,0,0,0,0,47,5,0,0,47,100.00%,100.00%,6.141 Mbps,0.423 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.7634 GBytes,0.1774 GBytes,100.00%,3,2.75,0,0,2828,2827,4331,4331,0,9.00%,21,0,0,0,0,-0.04%,-0.04%,0.00%,0.00%,2.57,0.18,1.02 E,95.3,25.2,47,47,0,0,0,2827,2828,0,0,4424,8,2489,9,2489,9,-0.04%,0,3600,3600,0,0.00%,0,4432,4331,0,0,0,100.00%,100.00%,100.00%,4331,1833,0,100.00%,1833,49.48%,100.04%,2828,0,100.00%,2828,Active,0,nokiaLTENordOst1
101320085M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,43,100.00%,100.00%,0.341 Mbps,0.040 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.0830 GBytes,0.0097 GBytes,100.00%,0,0.09,0,0,779,779,1256,1256,0,4.70%,4,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.08,0.01,0.35 E,54.3,2.1,43,43,0,0,0,779,779,0,0,1304,5,644,5,644,5,0.00%,0,3600,3600,0,0.00%,0,1309,1256,0,0,0,100.00%,100.00%,100.00%,1256,607,0,100.00%,607,33.61%,100.00%,779,0,100.00%,779,Active,0,nokiaLTENordOst1
101320086L1,0,0,0.00%,0,0,0,0,0,4,100.00%,0,0,0,0,0,84,9,1,0,83,98.81%,100.00%,0.560 Mbps,0.126 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.2431 GBytes,0.0507 GBytes,100.00%,0,0.28,0,0,1370,1370,1561,1561,0,12.00%,9,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.23,0.05,1.79 E,40.6,5.5,84,84,1,0,0,1370,1370,0,0,1813,4,896,5,896,5,0.00%,0,3600,3600,0,0.00%,0,1817,1561,0,0,0,100.00%,100.00%,100.00%,1561,660,0,100.00%,660,40.30%,100.00%,1370,0,100.00%,1370,Active,0,nokiaLTENordOst1
101320086L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,4,4,0,100,96.15%,100.00%,3.547 Mbps,0.316 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.5962 GBytes,0.1326 GBytes,100.00%,1,1.62,0,0,1965,1965,2895,2896,0,37.80%,19,0,0,0,0,0.06%,0.00%,0.06%,0.00%,1.49,0.13,1.36 E,46.3,4,104,104,4,0,0,1965,1965,2,0,3190,8,1699,6,1698,6,0.03%,0,3600,3600,0,0.06%,2,3198,2896,1,1,0,99.94%,99.97%,100.00%,2895,1191,0,100.00%,1191,33.51%,100.00%,1965,0,100.00%,1965,Active,0,nokiaLTENordOst1
101320086L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,24,100.00%,100.00%,1.485 Mbps,0.041 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.5226 GBytes,0.0134 GBytes,100.00%,0,0.5,0,0,293,293,459,459,0,5.60%,4,0,0,0,0,0.00%,0,0.00%,0,0.49,0.01,0.44 E,55.9,0.9,24,24,0,0,0,293,293,0,0,547,0,231,0,231,0,0.00%,0,3600,3600,0,0.00%,0,547,459,0,0,0,100.00%,100.00%,0,459,228,0,100.00%,228,36.81%,100.00%,293,0,100.00%,293,Active,0,nokiaLTENordOst1
101320086M1,5,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,118,4,0,0,118,100.00%,100.00%,8.431 Mbps,0.088 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.6414 GBytes,0.0358 GBytes,100.00%,3,3.43,0,0,2313,2318,2753,2753,0,11.90%,10,0,0,0,0,0.22%,0.22%,0.03%,0.00%,3.39,0.04,0.31 E,91,4.1,118,118,0,0,0,2318,2313,1,0,2877,4,1506,6,1506,6,0.22%,0,3600,3600,0,0.03%,1,2881,2753,0,0,0,100.00%,100.00%,100.00%,2753,1241,0,100.00%,1241,62.38%,99.78%,2313,0,100.00%,2313,Active,0,nokiaLTENordOst1
101320086M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,0,0,77,100.00%,100.00%,6.743 Mbps,0.069 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.9183 GBytes,0.0282 GBytes,100.00%,3,2.75,0,0,996,996,1594,1594,0,19.20%,8,0,0,0,0,0.00%,0.00%,0.00%,0.00%,2.72,0.03,1.39 E,54.6,2.8,77,77,0,0,0,996,996,0,0,1726,2,819,3,819,3,0.00%,0,3600,3600,0,0.00%,0,1728,1594,0,0,0,100.00%,100.00%,100.00%,1594,772,0,100.00%,772,37.18%,100.00%,996,0,100.00%,996,Active,0,nokiaLTENordOst1
101320086M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,49,100.00%,100.00%,0.826 Mbps,0.044 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.2437 GBytes,0.0129 GBytes,100.00%,0,0.24,0,0,1195,1195,1841,1841,0,4.90%,6,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.23,0.01,0.44 E,50.5,1.1,49,49,0,0,0,1195,1195,0,0,1915,3,1025,2,1025,2,0.00%,0,3600,3600,0,0.00%,0,1918,1841,0,0,0,100.00%,100.00%,100.00%,1841,814,0,100.00%,814,22.36%,100.00%,1195,0,100.00%,1195,Active,0,nokiaLTENordOst1
101320087L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,100.00%,0,3.878 Mbps,0.121 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.7227 GBytes,0.0502 GBytes,100.00%,2,1.65,0,0,435,435,672,672,0,16.50%,6,0,0,0,0,0.00%,0,0.00%,0.00%,1.6,0.05,0.11 E,48.1,7.1,30,30,0,0,0,435,435,0,0,751,2,341,0,341,0,0.00%,0,3600,3600,0,0.00%,0,753,672,0,0,0,100.00%,100.00%,0,672,331,0,100.00%,331,49.48%,100.00%,435,0,100.00%,435,Active,0,nokiaLTENordOst1
101320087L2,11,0,0.00%,0,0,0,0,0.00%,4,100.00%,1,0,100.00%,1,100.00%,190,3,0,0,190,100.00%,100.00%,3.825 Mbps,0.345 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.7179 GBytes,0.1444 GBytes,100.00%,2,1.74,0,1,3410,3421,4529,4529,0,55.80%,17,1,0,100.00%,1,0.32%,0.32%,0.00%,0.00%,1.6,0.14,0.10 E,57.7,4.6,190,190,0,1,1,3421,3410,0,0,4882,7,2538,5,2538,5,0.32%,0,3600,3600,0,0.00%,0,4889,4529,0,0,0,100.00%,100.00%,100.00%,4529,1986,0,100.00%,1986,13.73%,99.68%,3410,0,100.00%,3410,Active,0,nokiaLTENordOst1
101320087L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4,0,0,71,100.00%,100.00%,1.565 Mbps,0.128 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.7043 GBytes,0.0537 GBytes,100.00%,1,0.71,0,0,257,257,331,331,0,10.80%,5,0,0,0,0,0.00%,0,0.00%,0,0.66,0.05,0.35 E,47,3.4,71,71,0,0,0,257,257,0,0,486,0,235,0,235,0,0.00%,0,3600,3600,0,0.00%,0,486,331,0,0,0,100.00%,100.00%,0,331,96,0,100.00%,96,51.90%,100.00%,257,0,100.00%,257,Active,0,nokiaLTENordOst1
101320087M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,15,100.00%,100.00%,2.787 Mbps,0.216 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.2541 GBytes,0.0905 GBytes,100.00%,1,1.26,0,0,1506,1506,2232,2232,0,10.70%,12,0,0,0,0,0.00%,0.00%,0.00%,0.00%,1.17,0.09,1.18 E,118.4,5.6,15,15,0,0,0,1506,1506,0,0,2267,5,1242,4,1242,4,0.00%,0,3600,3600,0,0.00%,0,2272,2232,0,0,0,100.00%,100.00%,100.00%,2232,986,0,100.00%,986,32.75%,100.00%,1506,0,100.00%,1506,Active,0,nokiaLTENordOst1
101320087M2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,12,0,0,89,100.00%,100.00%,11.293 Mbps,0.268 Mbps,0,0.00 Drop/Gbyte,0.00%,1,5.0811 GBytes,0.1124 GBytes,100.00%,5,4.84,0,0,3538,3538,5655,5655,0,18.90%,25,0,0,0,0,0.00%,0.00%,0.00%,0.00%,4.73,0.11,2.32 E,99.4,37,89,89,0,0,0,3538,3538,0,0,5745,19,2800,16,2800,16,0.00%,0,3600,3600,0,0.00%,0,5764,5655,0,0,0,100.00%,100.00%,100.00%,5655,2839,0,100.00%,2839,53.89%,100.00%,3538,0,100.00%,3538,Active,0,nokiaLTENordOst1
101320087M3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,35,100.00%,100.00%,11.908 Mbps,0.749 Mbps,0,0.00 Drop/Gbyte,0.00%,1,5.3580 GBytes,0.3139 GBytes,100.00%,5,5.3,0,0,1904,1904,2929,2929,0,17.50%,29,0,0,0,0,0.00%,0.00%,0.07%,0.00%,4.99,0.31,2.97 E,86.2,48.2,35,35,0,0,0,1904,1904,2,0,3038,9,1478,8,1478,8,0.00%,0,3600,3600,0,0.07%,2,3047,2929,0,0,0,100.00%,100.00%,100.00%,2929,1443,0,100.00%,1443,53.96%,100.00%,1904,0,100.00%,1904,Active,0,nokiaLTENordOst1
101320088L1,1,1,33.33%,0,0,0,0,0,2,66.67%,0,0,0,0,0,91,5,1,0,90,98.90%,100.00%,6.801 Mbps,0.234 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.0601 GBytes,0.0980 GBytes,100.00%,3,2.95,0,0,2141,2142,3227,3234,0,25.80%,17,0,0,0,0,0.39%,0.05%,0.03%,0.00%,2.85,0.1,1.01 E,53.9,20.7,91,91,1,0,0,2142,2141,1,0,3445,6,1762,7,1756,7,0.26%,0,3600,3600,0,0.03%,1,3451,3234,6,7,0,99.66%,99.78%,100.00%,3227,1465,1,99.93%,1464,14.06%,99.95%,2141,0,100.00%,2141,Active,0,nokiaLTENordOst1
101320088L2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4,0,0,55,100.00%,100.00%,1.504 Mbps,0.178 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.6571 GBytes,0.0726 GBytes,100.00%,1,0.68,0,0,468,470,646,646,0,9.40%,4,0,0,0,0,0.43%,0.43%,0.00%,0,0.61,0.07,0.03 E,59.1,2.1,55,55,0,0,0,470,468,0,0,763,0,353,1,353,1,0.43%,0,3600,3600,0,0.00%,0,763,646,0,0,0,100.00%,100.00%,100.00%,646,292,0,100.00%,292,50.07%,99.57%,468,0,100.00%,468,Active,0,nokiaLTENordOst1
101320088L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,23,100.00%,100.00%,0.202 Mbps,0.048 Mbps,0,0.00 Drop/Gbyte,0.00%,1,0.0103 GBytes,0.0037 GBytes,100.00%,0,0.01,0,0,144,144,233,233,0,12.70%,0,0,0,0,0,0.00%,0,0.00%,0,0.01,0,0.02 E,10.4,1.7,23,23,0,0,0,144,144,0,0,304,0,131,0,131,0,0.00%,0,3600,3600,0,0.00%,0,304,233,0,0,0,100.00%,100.00%,0,233,102,0,100.00%,102,60.93%,100.00%,144,0,100.00%,144,Active,0,nokiaLTENordOst1
101320088M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,70,100.00%,0,3.252 Mbps,0.161 Mbps,0,0.00 Drop/Gbyte,0.00%,1,1.4638 GBytes,0.0679 GBytes,100.00%,1,1.43,0,0,2446,2446,3885,3885,0,17.70%,19,0,0,0,0,0.00%,0.00%,0.03%,0.00%,1.36,0.07,0.15 E,75.3,5.2,70,70,0,0,0,2446,2446,1,0,3992,3,2202,2,2202,2,0.00%,0,3600,3600,0,0.03%,1,3995,3885,0,0,0,100.00%,100.00%,100.00%,3885,1681,0,100.00%,1681,43.54%,100.00%,2446,0,100.00%,2446,Active,0,nokiaLTENordOst1
101320088M2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,93,100.00%,0,7.860 Mbps,0.420 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.5368 GBytes,0.1762 GBytes,100.00%,3,3.47,0,0,3026,3029,4316,4316,0,11.60%,20,0,0,0,0,0.10%,0.10%,0.00%,0.00%,3.29,0.18,0.05 E,113.5,48,93,93,0,0,0,3029,3026,0,0,4478,1,2377,1,2377,1,0.10%,0,3600,3600,0,0.00%,0,4479,4316,0,0,0,100.00%,100.00%,100.00%,4316,1938,0,100.00%,1938,46.18%,99.90%,3026,0,100.00%,3026,Active,0,nokiaLTENordOst1
101320088M3,3,0,0.00%,0,0,0,0,0,1,100.00%,0,0,0,0,0,85,1,1,0,84,98.82%,100.00%,6.605 Mbps,0.333 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.9719 GBytes,0.1396 GBytes,100.00%,3,2.91,0,0,2457,2460,3599,3599,0,15.20%,27,0,0,0,0,0.12%,0.12%,0.00%,0.00%,2.77,0.14,0.31 E,63,15.3,85,85,1,0,0,2460,2457,0,0,3719,2,2195,2,2195,2,0.12%,0,3600,3600,0,0.00%,0,3721,3599,0,0,0,100.00%,100.00%,100.00%,3599,1402,0,100.00%,1402,55.47%,99.88%,2457,0,100.00%,2457,Active,0,nokiaLTENordOst1
101320090L1,22,0,0.00%,0,0,0,0,0,4,100.00%,0,0,0,0,0,127,13,0,0,127,100.00%,100.00%,7.397 Mbps,0.334 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.3292 GBytes,0.1401 GBytes,100.00%,3,3.24,0,0,6037,6059,9228,9236,0,46.90%,24,0,0,0,0,0.44%,0.36%,0.06%,0.00%,3.1,0.14,3.09 E,26.6,20.7,127,127,0,0,0,6059,6037,6,0,9513,15,5209,14,5205,14,0.45%,0,3600,3600,0,0.06%,6,9528,9236,4,8,0,99.92%,99.91%,100.00%,9228,4013,4,99.90%,4009,26.75%,99.64%,6037,0,100.00%,6037,Active,0,nokiaLTENordOst1
101320090L2,26,3,75.00%,2,0,100.00%,2,66.67%,1,25.00%,1,0,100.00%,1,33.33%,1742,15,35,0,1707,97.99%,100.00%,11.902 Mbps,3.138 Mbps,0,0.00 Drop/Gbyte,0.00%,1,5.3565 GBytes,1.3156 GBytes,100.00%,5,6.3,1,3,20596,20622,29688,29687,0,91.60%,90,3,0,100.00%,3,0.13%,0.13%,0.07%,0.00%,4.99,1.32,2.86 E,17.2,10.7,1737,1737,30,3,3,20622,20596,21,0,31886,29,16948,25,16948,25,0.12%,0,3600,3600,0,0.07%,21,31915,29687,0,-1,0,100.00%,100.00%,100.00%,29688,12714,-1,100.01%,12715,37.33%,99.87%,20596,0,100.00%,20596,Active,0,nokiaLTENordOst1
101320090L3,5,0,0.00%,1,0,100.00%,1,50.00%,5,100.00%,1,0,100.00%,1,50.00%,277,17,2,0,275,99.28%,100.00%,8.540 Mbps,0.566 Mbps,0,0.00 Drop/Gbyte,0.00%,1,3.8437 GBytes,0.2375 GBytes,100.00%,4,3.82,0,2,8655,8660,9126,9130,0,64.40%,43,2,0,100.00%,2,0.14%,0.06%,0.02%,0.00%,3.58,0.24,2.40 E,23.2,11,277,277,2,2,2,8660,8655,2,0,9840,15,5087,12,5083,12,0.10%,0,3600,3600,0,0.02%,2,9855,9130,4,4,0,99.92%,99.96%,100.00%,9126,4031,0,100.00%,4031,24.39%,99.94%,8655,0,100.00%,8655,Active,0,nokiaLTENordOst1
101320091H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,3,0,0,112,100.00%,100.00%,13.761 Mbps,0.364 Mbps,0,0.00 Drop/Gbyte,0.00%,1,6.1934 GBytes,0.1527 GBytes,100.00%,6,5.92,0,0,5211,5211,7613,7615,0,23.70%,33,0,0,0,0,0.02%,0.00%,0.03%,0.00%,5.77,0.15,0.36 E,86.8,11.8,112,112,0,0,0,5211,5211,2,0,7653,8,4460,10,4459,10,0.03%,0,3600,3600,0,0.03%,2,7661,7615,1,2,0,99.98%,99.97%,100.00%,7613,3145,1,99.97%,3144,34.89%,100.00%,5211,0,100.00%,5211,Active,0,nokiaLTENordOst1
101320091H2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,0,0,92,100.00%,100.00%,6.480 Mbps,0.129 Mbps,0,0.00 Drop/Gbyte,0.00%,1,2.9167 GBytes,0.0544 GBytes,100.00%,3,2.77,0,0,2496,2497,3888,3888,0,12.30%,17,0,0,0,0,0.04%,0.04%,0.00%,0.00%,2.72,0.05,0.60 E,69,10.2,92,92,0,0,0,2497,2496,0,0,4004,1,2381,2,2381,2,0.04%,0,3600,3600,0,0.00%,0,4005,3888,0,0,0,100.00%,100.00%,100.00%,3888,1505,0,100.00%,1505,43.68%,99.96%,2496,0,100.00%,2496,Active,0,nokiaLTENordOst1
